Article_ID,rayyan-key,doi,first_author,title,journal,year,tests_reversal,sample_size_calculation,conflict_interest,protocol_registration,OBS,Created By,Date,Results
80,rayyan-115922075,10.5114/fn.2020.94002,Chengyan Sun,miR-143-3p inhibition promotes neuronal survival in an Alzheimer’s disease cell model by targeting neuregulin-1,Folia neuropathologica,2020,Yes,No,No,No,,Nathalia Pinheiro,2022-03-11,"242,243"
